ID,קישור לאתר,שם,סוג,מספר,מספר פרטי,מספר פרטי טקסט,כנסת,סטטוס,סטטוס חיצוני,קוד סיבת עצירה,סיבת עצירה,רציפות,קטגוריה של הוועדה,ועדה מטפלת,יוזם ראשון,מגדר יוזם ראשון,קוד סיעה אחרונה יוזם ראשון,סיעה אחרונה יוזם ראשון,יוזמים,מצטרפים,הוסרו,פטור ק0,הנחה ק0,דיון ק0,הצבעה ק0,פטור ק1,הנחה ק1,דיון ק1,הצבעה ק1,פטור ק2,הנחה ק2,דיון ק2,הצבעה ק2,פטור ק3,הנחה ק3,דיון ק3,הצבעה ק3,פרסום,תחילה,תום תוקף,סדרת פרסום,מספר חוברת,מספר עמוד
1040059,לאתר,"הצעת חוק זכויות החולה (תיקון מס' 20) (מסירת מידע לצורך מניעת פגיעה), התשפ""ו-2025",ממשלתית,1913,NULL,NULL,25,141,הונחה על שולחן הכנסת לקריאה ראשונה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15/12/2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1041438,לאתר,"הצעת חוק המקרקעין (תיקון מס' 39) (הצמדת חניות נגישות בבית משותף חדש), התשפ""ו-2025",ממשלתית,1905,NULL,NULL,25,141,הונחה על שולחן הכנסת לקריאה ראשונה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17/11/2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1042100,לאתר,"הצעת חוק התקשורת (שידורים), התשפ""ו-2025",ממשלתית,1898,NULL,NULL,25,113,הכנה לקריאה שנייה ושלישית,NULL,NULL,NULL,הצעת חוק התקשורת,"הוועדה לדיון בהצעת חוק התקשורת (שידורים), התשפ""ו-2025 (מ/1898)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21/10/2025,03/11/2025,03/11/2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1042240,לאתר,"הצעת חוק הטיס (תיקון מס' 7), התשפ""ו–2025",ממשלתית,1897,NULL,NULL,25,141,הונחה על שולחן הכנסת לקריאה ראשונה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20/10/2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1043724,לאתר,"הצעת חוק חובת דיווח על מלאי חיטה ומלאי מזון לבעלי חיים לשם היערכות למצב של מחסור משמעותי, התשפ""ו - 2025",ממשלתית,1914,NULL,NULL,25,113,הכנה לקריאה שנייה ושלישית,NULL,NULL,NULL,כלכלה,ועדת הכלכלה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15/12/2025,06/01/2026,06/01/2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1045508,לאתר,"הצעת חוק הפטנטים (תיקון מס' 15), התשפ""ו-2025",ממשלתית,1920,NULL,NULL,25,141,הונחה על שולחן הכנסת לקריאה ראשונה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30/12/2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1045808,לאתר,"הצעת חוק מרשם בעלי שליטה בתאגידים, התשפ""ו-2025",ממשלתית,1903,NULL,NULL,25,141,הונחה על שולחן הכנסת לקריאה ראשונה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10/11/2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1045860,לאתר,"חוק להפסקת פעילות אונר""א (תיקון), התשפ""ו-2025",ממשלתית,1896,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,NULL,חוץ וביטחון,ועדת החוץ והביטחון,לימור סון הר מלך,נקבה,1106,עוצמה יהודית,"לימור סון הר מלך, יוליה מלינובסקי",NULL,NULL,NULL,NULL,NULL,NULL,NULL,20/10/2025,19/11/2025,19/11/2025,NULL,24/12/2025,29/12/2025,29/12/2025,NULL,NULL,29/12/2025,29/12/2025,31/12/2025,NULL,NULL,ספר החוקים,3477,192
1045865,לאתר,"הצעת חוק הטבות מס ליישובים (תיקוני חקיקה), התשפ""ו-2025",ממשלתית,1901,NULL,NULL,25,113,הכנה לקריאה שנייה ושלישית,NULL,NULL,NULL,כספים,ועדת הכספים,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,03/11/2025,12/11/2025,12/11/2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1045890,לאתר,"הצעת חוק העמותות (תיקון מס' 20) (עיצומים כספיים), התשפ""ו- 2025",ממשלתית,1917,NULL,NULL,25,141,הונחה על שולחן הכנסת לקריאה ראשונה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22/12/2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1045979,לאתר,"הצעת חוק הפצת שידורים באמצעות תחנות שידור ספרתיות (תיקון מס' 7 – הוראת שעה) (תיקון מס' 2), התשפ""ו-2025",ממשלתית,1902,NULL,NULL,25,141,הונחה על שולחן הכנסת לקריאה ראשונה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10/11/2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1046069,לאתר,"חוק שירות לאומי-אזרחי (תיקון מס' 8), התשפ""ו-2025",ממשלתית,1900,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,NULL,חוץ וביטחון,ועדת החוץ והביטחון,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,03/11/2025,12/11/2025,12/11/2025,1,17/11/2025,17/11/2025,18/11/2025,1,NULL,17/11/2025,18/11/2025,18/11/2025,16/11/2025,NULL,ספר החוקים,3458,18
1046091,לאתר,"הצעת חוק שיקום נזקי מלחמה בדרך של התחדשות עירונית, התשפ""ו-2025",ממשלתית,1907,NULL,NULL,25,113,הכנה לקריאה שנייה ושלישית,NULL,NULL,NULL,פנים והגנת הסביבה,ועדת הפנים והגנת הסביבה,יעקב אשר,זכר,1101,יהדות התורה,יעקב אשר,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19/11/2025,02/12/2025,02/12/2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1046100,לאתר,"הצעת חוק הקאדים (תיקון מס' 19), התשפ""ו-2025",ממשלתית,1895,NULL,NULL,25,141,הונחה על שולחן הכנסת לקריאה ראשונה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20/10/2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1046149,לאתר,"חוק לתיקון דיני הראיות (הגנת ילדים) (תיקון מס' 20), התשפ""ו-2025",ממשלתית,1904,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,NULL,"חוקה, חוק ומשפט","ועדת החוקה, חוק ומשפט",מרב מיכאלי,נקבה,1100,העבודה,מרב מיכאלי,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12/11/2025,25/11/2025,25/11/2025,1,03/12/2025,03/12/2025,03/12/2025,1,NULL,03/12/2025,03/12/2025,04/12/2025,04/12/2025,NULL,ספר החוקים,3466,36
1046160,לאתר,"הצעת חוק רישוי שירותים ומקצועות בענף הרכב (תיקון מס' 14) (הוראות לעניין סייבר והעדפת מכס-ארץ המקור), התשפ""ו-2025",ממשלתית,1918,NULL,NULL,25,141,הונחה על שולחן הכנסת לקריאה ראשונה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24/12/2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1046181,לאתר,"חוק המאבק בטרור (תיקון מס' 9 והוראת שעה) (תיקון), התשפ""ו-2025",ממשלתית,1899,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,NULL,"חוקה, חוק ומשפט","ועדת החוקה, חוק ומשפט",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27/10/2025,10/11/2025,10/11/2025,NULL,17/11/2025,26/11/2025,26/11/2025,NULL,NULL,26/11/2025,26/11/2025,27/11/2025,27/11/2025,NULL,ספר החוקים,3463,30
1046189,לאתר,"חוק מס חברות מזערי בקבוצה רב-לאומית, התשפ""ו-2025",ממשלתית,1909,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,NULL,כספים,ועדת הכספים,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26/11/2025,01/12/2025,01/12/2025,NULL,24/12/2025,29/12/2025,29/12/2025,NULL,NULL,29/12/2025,29/12/2025,31/12/2025,01/01/2026,NULL,ספר החוקים,3476,72
1046200,לאתר,"הצעת חוק הסניגוריה הציבורית (תיקון מס' 26) (הסתייעות במומחה או בחוקר לצורך ניהול הייצוג המשפטי), התשפ""ו-2025",ממשלתית,1894,NULL,NULL,25,141,הונחה על שולחן הכנסת לקריאה ראשונה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20/10/2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1046277,לאתר,"חוק לתיקון פקודת בתי הסוהר (תיקון מס' 66 – הוראת שעה – חרבות ברזל) (חופשה מיוחדת לאסיר) (תיקון מס' 4), התשפ""ו-2025",ממשלתית,1912,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,NULL,ביטחון לאומי,הוועדה לביטחון לאומי,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15/12/2025,22/12/2025,22/12/2025,1,24/12/2025,24/12/2025,24/12/2025,1,NULL,24/12/2025,24/12/2025,25/12/2025,25/12/2025,NULL,ספר החוקים,3472,58
1046280,לאתר,"חוק שירות ביטחון (תיקון מס' 7 והוראת שעה) (שירות במשטרה ושירות מוכר) (תיקון מס' 19), התשפ""ו-2025",ממשלתית,1908,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,NULL,חוץ וביטחון,ועדת החוץ והביטחון,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24/11/2025,08/12/2025,08/12/2025,NULL,23/12/2025,24/12/2025,24/12/2025,NULL,NULL,24/12/2025,24/12/2025,25/12/2025,25/12/2025,NULL,ספר החוקים,3473,60
1046296,לאתר,"הצעת חוק העונשין (תיקון מס' 161) (הברחה שלא דרך תחנת גבול), התשפ""ו-2025",ממשלתית,1911,NULL,NULL,25,142,בוועדת הכנסת לקביעת הוועדה המטפלת,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15/12/2025,29/12/2025,29/12/2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1046320,לאתר,"הצעת חוק הנצחה לאירועי השבעה באוקטובר - שמיני עצרת, התשפ""ו-2025",ממשלתית,1906,NULL,NULL,25,111,לדיון במליאה לקראת הקריאה הראשונה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19/11/2025,07/01/2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1046327,לאתר,"חוק הסמכת צבא הגנה לישראל ושירות הביטחון הכללי לביצוע חדירה לחומר מחשב המשמש להפעלת מצלמה נייחת ופעולה בו (הוראת שעה – חרבות ברזל) (תיקון מס' 5), התשפ""ו-2025",ממשלתית,1910,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,NULL,חוץ וביטחון,ועדת החוץ והביטחון,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/12/2025,08/12/2025,08/12/2025,NULL,23/12/2025,24/12/2025,24/12/2025,NULL,NULL,24/12/2025,24/12/2025,25/12/2025,25/12/2025,NULL,ספר החוקים,3471,56
1046353,לאתר,"הצעת חוק תאגידי מים וביוב (תיקון מס' 19), התשפ""ו- 2025",ממשלתית,1915,NULL,NULL,25,113,הכנה לקריאה שנייה ושלישית,NULL,NULL,NULL,כלכלה,ועדת הכלכלה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15/12/2025,05/01/2026,05/01/2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1046387,לאתר,"חוק לתיקון פקודת בתי הסוהר (מס' 70 והוראת שעה), התשפ""ו-2026",ממשלתית,1919,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,NULL,ביטחון לאומי,הוועדה לביטחון לאומי,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,29/12/2025,29/12/2025,29/12/2025,1,31/12/2025,31/12/2025,31/12/2025,1,NULL,31/12/2025,31/12/2025,01/01/2026,01/01/2026,NULL,ספר החוקים,3478,200
1046391,לאתר,"חוק כליאתם של לוחמים בלתי חוקיים (תיקון מס' 4 והוראת שעה – חרבות ברזל) (תיקון מס' 6), התשפ""ו-2025",ממשלתית,1916,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,NULL,חוץ וביטחון,ועדת החוץ והביטחון,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15/12/2025,22/12/2025,22/12/2025,1,24/12/2025,24/12/2025,24/12/2025,1,NULL,24/12/2025,24/12/2025,25/12/2025,01/01/2026,NULL,ספר החוקים,3474,62
1046420,לאתר,"הצעת חוק התמודדות עם תקיפות סייבר חמורות במגזר השירותים הדיגיטליים ושירותי האחסון (הוראת שעה) (תיקון מס' 4), התשפ""ו-2025",ממשלתית,1921,NULL,NULL,25,141,הונחה על שולחן הכנסת לקריאה ראשונה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,05/01/2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2156160,לאתר,"חוק הביטוח הלאומי (תיקון מס' 247), התשפ""ד–2024",פרטית,902,775,פ/775/24,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,כספים,ועדת הכספים,ינון אזולאי,זכר,1095,"ש""ס",ינון אזולאי,NULL,"משה ארבל (מינוי לתפקיד שר בממשלה, הסרה מרשימת המציעים )",NULL,18/05/2021,29/12/2021,29/12/2021,NULL,30/05/2022,21/06/2022,21/06/2022,NULL,08/07/2024,15/07/2024,15/07/2024,NULL,NULL,15/07/2024,15/07/2024,16/07/2024,01/01/2025,NULL,ספר החוקים,3246,1070
2156240,לאתר,"חוק הגנת הצרכן (תיקון מס' 65), התשפ""ג–2023",פרטית,922,519,פ/519/24,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,כלכלה,ועדת הכלכלה,ינון אזולאי,זכר,1095,"ש""ס","ינון אזולאי, רם בן ברק",NULL,NULL,NULL,10/05/2021,02/03/2022,02/03/2022,NULL,27/06/2022,28/06/2022,28/06/2022,NULL,10/07/2023,19/07/2023,20/07/2023,NULL,NULL,19/07/2023,20/07/2023,24/07/2023,24/12/2023,NULL,ספר החוקים,3065,546
2156264,לאתר,"חוק ביטוח בריאות ממלכתי (תיקון מס' 67), התשפ""ג–2023",פרטית,924,621,פ/621/24,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,בריאות,ועדת הבריאות,חוה אתי עטייה,נקבה,1096,הליכוד,חוה אתי עטייה,NULL,NULL,NULL,10/05/2021,18/05/2022,18/05/2022,NULL,28/06/2022,28/06/2022,28/06/2022,NULL,25/07/2023,30/07/2023,30/07/2023,NULL,NULL,30/07/2023,30/07/2023,02/08/2023,02/08/2023,NULL,ספר החוקים,3073,624
2160142,לאתר,"חוק לתיקון פקודת האגודות השיתופיות (מס' 12), התשפ""ג–2023",פרטית,934,1862,פ/1862/24,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,מיזמי תשתית,הוועדה למיזמים ציבוריים,שמחה רוטמן,זכר,1105,הציונות הדתית,"שמחה רוטמן, שרן מרים השכל, יצחק קרויזר",NULL,NULL,NULL,26/07/2021,01/06/2022,01/06/2022,NULL,29/06/2022,29/06/2022,29/06/2022,NULL,18/07/2023,25/07/2023,25/07/2023,NULL,NULL,25/07/2023,25/07/2023,30/07/2023,30/07/2023,NULL,ספר החוקים,3068,554
2161081,לאתר,"חוק עבודת הנוער (תיקון מס' 21), התשפ""ג-2023",פרטית,888,2046,פ/2046/24,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,זכויות הילד,הוועדה המיוחדת לזכויות הילד,רון כץ,זכר,1102,יש עתיד,"רון כץ, יבגני סובה, יוליה מלינובסקי",NULL,NULL,NULL,02/08/2021,05/01/2022,05/01/2022,NULL,21/02/2022,21/06/2022,21/06/2022,NULL,18/07/2023,30/07/2023,30/07/2023,NULL,NULL,30/07/2023,30/07/2023,03/08/2023,17/09/2023,NULL,ספר החוקים,3084,668
2161824,לאתר,"הצעת חוק רכבת תחתית (מטרו) (תיקון), התשפ""א-2021",ממשלתית,1446,NULL,NULL,25,122,מוזגה עם הצעת חוק אחרת,NULL,NULL,1,פנים והגנת הסביבה,ועדת הפנים והגנת הסביבה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31/08/2021,02/09/2021,02/09/2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2162982,לאתר,"חוק רכבת תחתית (מטרו) (תיקון מס' 4), התשפ""ד-2024 ",ממשלתית,1443,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,פנים והגנת הסביבה,ועדת הפנים והגנת הסביבה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21/02/2022,24/07/2024,25/07/2024,NULL,NULL,24/07/2024,25/07/2024,04/08/2024,04/08/2024,NULL,ספר החוקים,3277,1272
2162982,לאתר,"חוק רכבת תחתית (מטרו) (תיקון מס' 4), התשפ""ד-2024 ",ממשלתית,1443,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,פנים והגנת הסביבה,ועדת הפנים והגנת הסביבה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17/07/2024,24/07/2024,25/07/2024,NULL,NULL,24/07/2024,25/07/2024,04/08/2024,04/08/2024,NULL,ספר החוקים,3277,1272
2163229,לאתר,"חוק הרשות הלאומית לביטחון קהילתי (תיקון מס' 2), התשפ""ד-2023",ממשלתית,1451,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,ביטחון לאומי,הוועדה לביטחון לאומי,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18/10/2021,24/01/2022,24/01/2022,NULL,06/06/2022,06/11/2023,06/11/2023,NULL,NULL,06/11/2023,06/11/2023,07/11/2023,07/11/2023,NULL,ספר החוקים,3104,62
2163229,לאתר,"חוק הרשות הלאומית לביטחון קהילתי (תיקון מס' 2), התשפ""ד-2023",ממשלתית,1451,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,ביטחון לאומי,הוועדה לביטחון לאומי,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18/10/2021,24/01/2022,24/01/2022,NULL,14/06/2023,06/11/2023,06/11/2023,NULL,NULL,06/11/2023,06/11/2023,07/11/2023,07/11/2023,NULL,ספר החוקים,3104,62
2164124,לאתר,"חוק נטילת אמצעי זיהוי ביומטריים מזרים, הפקת נתוני זיהוי ביומטריים ומאגר מידע, התשפ""ד-2024",ממשלתית,1458,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,פנים והגנת הסביבה,ועדת הפנים והגנת הסביבה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/11/2021,07/02/2022,07/02/2022,NULL,17/07/2024,22/07/2024,22/07/2024,NULL,NULL,22/07/2024,22/07/2024,28/07/2024,28/01/2025,NULL,ספר החוקים,3265,1132
2165539,לאתר,"חוק הטיס (תיקון מס' 4), התשפ""ד-2024",ממשלתית,1472,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,כלכלה,ועדת הכלכלה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29/11/2021,28/06/2022,28/06/2022,NULL,12/07/2023,01/01/2024,01/01/2024,NULL,NULL,01/01/2024,01/01/2024,02/01/2024,02/01/2024,NULL,ספר החוקים,3142,438
2165824,לאתר,"חוק הפרות תעבורה מינהליות, התשפ""ד-2024",ממשלתית,1478,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,כלכלה,ועדת הכלכלה,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,06/12/2021,07/02/2022,07/02/2022,NULL,17/07/2024,24/07/2024,25/07/2024,NULL,NULL,24/07/2024,25/07/2024,07/08/2024,07/11/2025,NULL,ספר החוקים,3278,1328
2166248,לאתר,"חוק ההוצאה לפועל (תיקון מס' 73), התשפ""ג-2023",פרטית,906,2884,פ/2884/24,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,"חוקה, חוק ומשפט","ועדת החוקה, חוק ומשפט",חוה אתי עטייה,נקבה,1096,הליכוד,חוה אתי עטייה,NULL,NULL,NULL,03/01/2022,02/02/2022,02/02/2022,NULL,13/06/2022,21/06/2022,21/06/2022,NULL,26/06/2023,11/07/2023,11/07/2023,NULL,NULL,11/07/2023,11/07/2023,13/07/2023,13/07/2023,NULL,ספר החוקים,3060,534
2167379,לאתר,"הצעת חוק שירות לאומי-אזרחי (תיקון מס' 4), התשפ""ב-2021 ",ממשלתית,1489,NULL,NULL,25,113,הכנה לקריאה שנייה ושלישית,NULL,NULL,1,חוץ וביטחון,ועדת החוץ והביטחון,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29/12/2021,31/01/2022,31/01/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2167975,לאתר,"חוק הגנת הפרטיות (תיקון מס' 13), התשפ""ד-2024",ממשלתית,1496,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,"חוקה, חוק ומשפט","ועדת החוקה, חוק ומשפט",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,05/01/2022,24/01/2022,24/01/2022,NULL,24/07/2024,05/08/2024,05/08/2024,NULL,NULL,05/08/2024,05/08/2024,14/08/2024,14/08/2025,NULL,ספר החוקים,3287,1430
2168187,לאתר,"חוק לתיקון פקודת הרופאים (מס' 15), התשפ""ג-2023",ממשלתית,1500,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,בריאות,ועדת הבריאות,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10/01/2022,17/01/2022,17/01/2022,NULL,22/03/2023,27/03/2023,28/03/2023,NULL,NULL,27/03/2023,28/03/2023,29/03/2023,29/03/2023,NULL,ספר החוקים,3033,78
2168215,לאתר,"הצעת חוק לתיקון פקודת הראיות (מס' 20) (חיסיון קרימינולוג קליני), התשפ""ב–2022",פרטית,918,3032,פ/3032/24,25,113,הכנה לקריאה שנייה ושלישית,NULL,NULL,1,"חוקה, חוק ומשפט","ועדת החוקה, חוק ומשפט",בועז טופורובסקי,זכר,1102,יש עתיד,בועז טופורובסקי,NULL,NULL,NULL,17/01/2022,02/03/2022,02/03/2022,NULL,27/06/2022,28/06/2022,28/06/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2168881,לאתר,"הצעת חוק שירות ביטחון (תיקון מס' 26) (שילוב תלמידי ישיבות), התשפ""ב-2022 ",ממשלתית,1502,NULL,NULL,25,113,הכנה לקריאה שנייה ושלישית,NULL,NULL,1,חוץ וביטחון,ועדת החוץ והביטחון,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19/01/2022,31/01/2022,31/01/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2169199,לאתר,"חוק הסיוע המשפטי (תיקון מס' 26 והוראת שעה), התשפ""ד-2024",ממשלתית,1505,NULL,NULL,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,"חוקה, חוק ומשפט","ועדת החוקה, חוק ומשפט",עאידה תומא סלימאן,נקבה,1103,"חד""ש-תע""ל","עאידה תומא סלימאן, מרב מיכאלי",NULL,NULL,NULL,NULL,NULL,NULL,NULL,26/01/2022,28/06/2022,28/06/2022,NULL,22/07/2024,24/07/2024,25/07/2024,NULL,NULL,24/07/2024,25/07/2024,30/07/2024,30/04/2024,NULL,ספר החוקים,3274,1192
2189724,לאתר,"חוק התקשורת (בזק ושידורים) (תיקון מס' 79), התשפ""ד–2024",פרטית,927,3637,פ/3637/24,25,118,התקבלה בקריאה שלישית,NULL,NULL,1,כלכלה,ועדת הכלכלה,ינון אזולאי,זכר,1095,"ש""ס","ינון אזולאי, יוסף טייב, ישראל אייכלר, אופיר כץ, משה גפני",NULL,"משה ארבל (מינוי לתפקיד שר בממשלה, העברה ליוזם השני ), אוריאל בוסו (מינוי לתפקיד שר בממשלה, הסרה מרשימת המציעים ), מיכאל מרדכי ביטון (חזר בו, הסרה מרשימת המציעים ), עופר כסיף (חזר בו, הסרה מרשימת המציעים )",NULL,09/03/2022,15/06/2022,15/06/2022,NULL,28/06/2022,28/06/2022,28/06/2022,NULL,22/07/2024,24/07/2024,24/07/2024,NULL,NULL,24/07/2024,24/07/2024,29/07/2024,29/10/2024,NULL,ספר החוקים,3270,1170
